date,item,price
2022-09-14,plate:honeywalnutshrimp blackpepperangussteak veggiespringroll,8.20
2022-09-14,plate:blackpepperangussteak blackpepperangussteak veggiespringroll,8.20
2022-09-14,plate:generaltsochicken beijingbeef friedrice,8.20
2022-09-14,brownrice,2.70
2022-09-14,plate:kungpaochicken sweetfirechickenbreast whiterice,8.20
2022-09-14,crispyshrimp,2.70
2022-09-14,bigplate:mushroomchicken stringbeanchickenbreast sweetfirechickenbreast creamcheeserangoon,9.70
2022-09-14,creamcheeserangoon,6.70
2022-09-14,plate:honeysesamechicken generaltsochicken friedrice,8.20
2022-09-14,bowl:blackpepperchicken mixedvegetables,6.70
2022-09-14,bigplate:sweetfirechickenbreast grilledteriyakichicken beijingbeef chowmein,9.70
2022-09-14,plate:honeywalnutshrimp blackpepperangussteak veggiespringroll,8.20
2022-09-14,bowl:grilledteriyakichicken veggiespringroll,6.70
2022-09-14,bowl:stringbeanchickenbreast chickeneggroll,6.70
2022-09-14,whiterice,6.70
2022-09-14,bigplate:stringbeanchickenbreast generaltsochicken grilledteriyakichicken veggiespringroll,9.70
2022-09-14,chowmein,6.70
2022-09-14,plate:mushroomchicken grilledteriyakichicken chickenpotsticker,8.20
2022-09-14,bowl:broccolibeef chickeneggroll,6.70
2022-09-14,plate:broccolibeef sweetfirechickenbreast crispyshrimp,8.20
2022-09-14,bigplate:kungpaochicken honeysesamechicken mushroomchicken chickenpotsticker,9.70
2022-09-14,plate:kungpaochicken blackpepperangussteak chickenpotsticker,8.20
2022-09-14,crispyshrimp,6.70
2022-09-14,bowl:honeysesamechicken brownrice,6.70
2022-09-14,plate:kungpaochicken broccolibeef veggiespringroll,8.20
2022-09-14,bigplate:generaltsochicken stringbeanchickenbreast generaltsochicken crispyshrimp,9.70
2022-09-14,bowl:broccolibeef chickenpotsticker,6.70
2022-09-14,crispyshrimp,2.70
2022-09-14,plate:beijingbeef orangechicken crispyshrimp,8.20
2022-09-14,chowmein,2.70
2022-09-14,bigplate:eggplanttofu broccolibeef blackpepperangussteak mixedvegetables,9.70
2022-09-14,plate:honeysesamechicken generaltsochicken chickenpotsticker,8.20
2022-09-14,bowl:mushroomchicken crispyshrimp,6.70
2022-09-14,bowl:blackpepperchicken whiterice,6.70
2022-09-14,whiterice,6.70
2022-09-14,plate:sweetfirechickenbreast orangechicken mixedvegetables,8.20
2022-09-14,bowl:honeysesamechicken mixedvegetables,6.70
2022-09-14,plate:sweetfirechickenbreast honeywalnutshrimp crispyshrimp,8.20
2022-09-14,bowl:beijingbeef veggiespringroll,6.70
2022-09-14,whiterice,2.70
2022-09-14,bowl:sweetfirechickenbreast crispyshrimp,6.70
2022-09-14,bowl:honeysesamechicken chickenpotsticker,6.70
2022-09-14,friedrice,6.70
2022-09-14,friedrice,6.70
2022-09-14,bowl:generaltsochicken mixedvegetables,6.70
2022-09-14,plate:broccolibeef generaltsochicken chickenpotsticker,8.20
2022-09-14,chowmein,6.70
2022-09-14,plate:beijingbeef blackpepperangussteak veggiespringroll,8.20
2022-09-14,chowmein,2.70
2022-09-14,bigplate:stringbeanchickenbreast blackpepperangussteak grilledteriyakichicken chowmein,9.70
2022-09-14,chowmein,6.70
2022-09-15,bowl:beijingbeef friedrice,6.70
2022-09-15,brownrice,6.70
2022-09-15,whiterice,2.70
2022-09-15,bigplate:honeysesamechicken beijingbeef eggplanttofu creamcheeserangoon,9.70
2022-09-15,chickeneggroll,2.70
2022-09-15,creamcheeserangoon,2.70
2022-09-15,bigplate:grilledteriyakichicken beijingbeef generaltsochicken whiterice,9.70
2022-09-15,brownrice,2.70
2022-09-15,crispyshrimp,6.70
2022-09-15,bowl:grilledteriyakichicken chickeneggroll,6.70
2022-09-15,whiterice,6.70
2022-09-15,bowl:blackpepperangussteak crispyshrimp,6.70
2022-09-15,brownrice,2.70
2022-09-15,bowl:honeysesamechicken chowmein,6.70
2022-09-15,veggiespringroll,6.70
2022-09-15,veggiespringroll,2.70
2022-09-15,creamcheeserangoon,6.70
2022-09-15,crispyshrimp,2.70
2022-09-15,plate:eggplanttofu sweetfirechickenbreast crispyshrimp,8.20
2022-09-15,friedrice,2.70
2022-09-15,bowl:eggplanttofu chickeneggroll,6.70
2022-09-15,chowmein,2.70
2022-09-15,veggiespringroll,2.70
2022-09-15,plate:generaltsochicken blackpepperchicken veggiespringroll,8.20
2022-09-15,chowmein,6.70
2022-09-15,bigplate:blackpepperchicken orangechicken kungpaochicken brownrice,9.70
2022-09-15,bigplate:generaltsochicken orangechicken honeywalnutshrimp veggiespringroll,9.70
2022-09-15,plate:sweetfirechickenbreast honeysesamechicken mixedvegetables,8.20
2022-09-15,bigplate:broccolibeef generaltsochicken beijingbeef chowmein,9.70
2022-09-15,chowmein,6.70
2022-09-15,bowl:orangechicken mixedvegetables,6.70
2022-09-15,bigplate:beijingbeef broccolibeef beijingbeef chowmein,9.70
2022-09-15,crispyshrimp,6.70
2022-09-15,plate:beijingbeef beijingbeef crispyshrimp,8.20
2022-09-15,bigplate:kungpaochicken eggplanttofu honeywalnutshrimp chickenpotsticker,9.70
2022-09-15,plate:sweetfirechickenbreast honeysesamechicken veggiespringroll,8.20
2022-09-15,plate:kungpaochicken mushroomchicken mixedvegetables,8.20
2022-09-15,veggiespringroll,6.70
2022-09-15,chickeneggroll,2.70
2022-09-15,bowl:broccolibeef chickeneggroll,6.70
2022-09-15,plate:eggplanttofu beijingbeef crispyshrimp,8.20
2022-09-15,plate:honeysesamechicken honeysesamechicken friedrice,8.20
2022-09-15,whiterice,6.70
2022-09-15,plate:sweetfirechickenbreast kungpaochicken chickenpotsticker,8.20
2022-09-15,chickenpotsticker,2.70
2022-09-15,chowmein,2.70
2022-09-15,bigplate:broccolibeef kungpaochicken generaltsochicken mixedvegetables,9.70
2022-09-15,bigplate:orangechicken eggplanttofu eggplanttofu mixedvegetables,9.70
2022-09-15,plate:sweetfirechickenbreast mushroomchicken whiterice,8.20
2022-09-15,bigplate:kungpaochicken mushroomchicken stringbeanchickenbreast whiterice,9.70
2022-09-15,plate:blackpepperangussteak beijingbeef friedrice,8.20
2022-09-15,chickeneggroll,2.70
2022-09-15,bigplate:broccolibeef mushroomchicken blackpepperangussteak whiterice,9.70
2022-09-15,bigplate:orangechicken honeysesamechicken generaltsochicken brownrice,9.70
2022-09-15,bowl:honeysesamechicken chowmein,6.70
2022-09-15,bigplate:blackpepperangussteak mushroomchicken broccolibeef mixedvegetables,9.70
2022-09-15,bowl:beijingbeef veggiespringroll,6.70
2022-09-15,bowl:sweetfirechickenbreast brownrice,6.70
2022-09-15,bigplate:grilledteriyakichicken stringbeanchickenbreast honeywalnutshrimp whiterice,9.70
2022-09-15,bigplate:blackpepperangussteak beijingbeef orangechicken chickenpotsticker,9.70
2022-09-15,bigplate:honeywalnutshrimp generaltsochicken eggplanttofu mixedvegetables,9.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,bowl:sweetfirechickenbreast mixedvegetables,6.70
2022-09-15,friedrice,2.70
2022-09-15,plate:blackpepperangussteak mushroomchicken veggiespringroll,8.20
2022-09-15,plate:eggplanttofu honeywalnutshrimp brownrice,8.20
2022-09-15,bowl:mushroomchicken crispyshrimp,6.70
2022-09-15,plate:mushroomchicken blackpepperchicken mixedvegetables,8.20
2022-09-15,chickeneggroll,2.70
2022-09-15,bowl:blackpepperangussteak mixedvegetables,6.70
2022-09-15,brownrice,6.70
2022-09-15,bigplate:honeywalnutshrimp eggplanttofu blackpepperchicken brownrice,9.70
2022-09-15,bigplate:mushroomchicken stringbeanchickenbreast beijingbeef chickenpotsticker,9.70
2022-09-15,veggiespringroll,2.70
2022-09-15,bigplate:kungpaochicken eggplanttofu sweetfirechickenbreast veggiespringroll,9.70
2022-09-15,friedrice,2.70
2022-09-15,plate:stringbeanchickenbreast blackpepperangussteak chowmein,8.20
2022-09-15,plate:mushroomchicken honeywalnutshrimp chickeneggroll,8.20
2022-09-15,bowl:broccolibeef crispyshrimp,6.70
2022-09-15,bigplate:mushroomchicken honeysesamechicken blackpepperangussteak friedrice,9.70
2022-09-15,bowl:orangechicken brownrice,6.70
2022-09-15,bigplate:stringbeanchickenbreast grilledteriyakichicken honeysesamechicken friedrice,9.70
2022-09-15,bowl:eggplanttofu brownrice,6.70
2022-09-15,bowl:mushroomchicken chickenpotsticker,6.70
2022-09-15,mixedvegetables,6.70
2022-09-15,plate:kungpaochicken honeysesamechicken veggiespringroll,8.20
2022-09-15,bowl:honeywalnutshrimp chickenpotsticker,6.70
2022-09-15,chowmein,6.70
2022-09-15,friedrice,2.70
2022-09-15,plate:mushroomchicken orangechicken mixedvegetables,8.20
2022-09-15,plate:orangechicken kungpaochicken veggiespringroll,8.20
2022-09-15,chowmein,2.70
2022-09-15,chickeneggroll,2.70
2022-09-15,plate:kungpaochicken broccolibeef creamcheeserangoon,8.20
2022-09-15,chickenpotsticker,2.70
2022-09-15,chowmein,6.70
2022-09-15,creamcheeserangoon,2.70
2022-09-15,plate:blackpepperchicken broccolibeef chickenpotsticker,8.20
2022-09-15,plate:stringbeanchickenbreast mushroomchicken chickenpotsticker,8.20
2022-09-15,bowl:honeywalnutshrimp whiterice,6.70
2022-09-15,bowl:sweetfirechickenbreast veggiespringroll,6.70
2022-09-15,bowl:orangechicken creamcheeserangoon,6.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,brownrice,2.70
2022-09-15,whiterice,2.70
2022-09-15,plate:honeywalnutshrimp generaltsochicken creamcheeserangoon,8.20
2022-09-15,mixedvegetables,6.70
2022-09-15,chowmein,6.70
2022-09-15,plate:orangechicken grilledteriyakichicken veggiespringroll,8.20
2022-09-15,chickeneggroll,6.70
2022-09-15,bigplate:blackpepperchicken honeywalnutshrimp honeywalnutshrimp creamcheeserangoon,9.70
2022-09-15,bowl:stringbeanchickenbreast friedrice,6.70
2022-09-15,bigplate:eggplanttofu blackpepperchicken sweetfirechickenbreast chickenpotsticker,9.70
2022-09-15,bigplate:sweetfirechickenbreast sweetfirechickenbreast honeywalnutshrimp whiterice,9.70
2022-09-15,bowl:broccolibeef whiterice,6.70
2022-09-15,bigplate:mushroomchicken blackpepperchicken eggplanttofu veggiespringroll,9.70
2022-09-15,plate:blackpepperangussteak stringbeanchickenbreast veggiespringroll,8.20
2022-09-15,plate:grilledteriyakichicken generaltsochicken creamcheeserangoon,8.20
2022-09-15,bowl:grilledteriyakichicken friedrice,6.70
2022-09-15,chowmein,2.70
2022-09-15,bowl:blackpepperangussteak chowmein,6.70
2022-09-15,bigplate:orangechicken blackpepperangussteak generaltsochicken brownrice,9.70
2022-09-15,crispyshrimp,2.70
2022-09-15,creamcheeserangoon,6.70
2022-09-15,bigplate:stringbeanchickenbreast generaltsochicken sweetfirechickenbreast creamcheeserangoon,9.70
2022-09-15,mixedvegetables,6.70
2022-09-15,plate:orangechicken kungpaochicken chickeneggroll,8.20
2022-09-15,crispyshrimp,6.70
2022-09-15,bowl:honeywalnutshrimp friedrice,6.70
2022-09-15,bowl:orangechicken friedrice,6.70
2022-09-15,plate:blackpepperchicken kungpaochicken chickeneggroll,8.20
2022-09-15,bowl:generaltsochicken chickenpotsticker,6.70
2022-09-15,bowl:orangechicken brownrice,6.70
2022-09-15,brownrice,2.70
2022-09-15,veggiespringroll,6.70
2022-09-15,chowmein,6.70
2022-09-15,bigplate:broccolibeef generaltsochicken eggplanttofu chowmein,9.70
2022-09-15,bowl:generaltsochicken creamcheeserangoon,6.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,chowmein,2.70
2022-09-15,bowl:broccolibeef brownrice,6.70
2022-09-15,veggiespringroll,6.70
2022-09-15,bigplate:blackpepperchicken honeysesamechicken kungpaochicken whiterice,9.70
2022-09-15,mixedvegetables,6.70
2022-09-15,bowl:grilledteriyakichicken chickenpotsticker,6.70
2022-09-15,whiterice,6.70
2022-09-15,bowl:orangechicken whiterice,6.70
2022-09-15,bigplate:stringbeanchickenbreast honeysesamechicken beijingbeef friedrice,9.70
2022-09-15,bigplate:honeywalnutshrimp honeywalnutshrimp sweetfirechickenbreast whiterice,9.70
2022-09-15,bigplate:orangechicken honeywalnutshrimp eggplanttofu creamcheeserangoon,9.70
2022-09-15,bigplate:stringbeanchickenbreast eggplanttofu blackpepperchicken veggiespringroll,9.70
2022-09-15,plate:honeywalnutshrimp beijingbeef chowmein,8.20
2022-09-15,plate:sweetfirechickenbreast orangechicken brownrice,8.20
2022-09-15,bowl:mushroomchicken mixedvegetables,6.70
2022-09-15,bowl:beijingbeef mixedvegetables,6.70
2022-09-15,bowl:sweetfirechickenbreast mixedvegetables,6.70
2022-09-15,bowl:grilledteriyakichicken chickeneggroll,6.70
2022-09-15,plate:grilledteriyakichicken eggplanttofu brownrice,8.20
2022-09-15,bowl:generaltsochicken creamcheeserangoon,6.70
2022-09-15,plate:kungpaochicken orangechicken whiterice,8.20
2022-09-15,bowl:kungpaochicken chickeneggroll,6.70
2022-09-15,bowl:beijingbeef chickenpotsticker,6.70
2022-09-15,bigplate:honeysesamechicken kungpaochicken stringbeanchickenbreast friedrice,9.70
2022-09-15,plate:sweetfirechickenbreast beijingbeef veggiespringroll,8.20
2022-09-15,creamcheeserangoon,2.70
2022-09-15,chowmein,6.70
2022-09-15,veggiespringroll,2.70
2022-09-15,bowl:blackpepperangussteak crispyshrimp,6.70
2022-09-15,creamcheeserangoon,6.70
2022-09-15,creamcheeserangoon,2.70
2022-09-15,whiterice,6.70
2022-09-15,whiterice,2.70
2022-09-15,friedrice,2.70
2022-09-15,chowmein,6.70
2022-09-15,creamcheeserangoon,2.70
2022-09-15,bigplate:stringbeanchickenbreast orangechicken stringbeanchickenbreast crispyshrimp,9.70
2022-09-15,friedrice,2.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,mixedvegetables,6.70
2022-09-15,bigplate:mushroomchicken sweetfirechickenbreast blackpepperchicken mixedvegetables,9.70
2022-09-15,mixedvegetables,6.70
2022-09-15,chickeneggroll,6.70
2022-09-15,chickeneggroll,6.70
2022-09-15,plate:kungpaochicken eggplanttofu crispyshrimp,8.20
2022-09-15,whiterice,2.70
2022-09-15,mixedvegetables,2.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,plate:blackpepperchicken kungpaochicken creamcheeserangoon,8.20
2022-09-15,bigplate:orangechicken kungpaochicken mushroomchicken veggiespringroll,9.70
2022-09-15,bowl:mushroomchicken crispyshrimp,6.70
2022-09-15,bigplate:eggplanttofu orangechicken stringbeanchickenbreast crispyshrimp,9.70
2022-09-15,bowl:sweetfirechickenbreast chickenpotsticker,6.70
2022-09-15,chickeneggroll,2.70
2022-09-15,friedrice,2.70
2022-09-15,bowl:broccolibeef chickenpotsticker,6.70
2022-09-15,mixedvegetables,6.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,brownrice,2.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,bowl:blackpepperchicken chickenpotsticker,6.70
2022-09-15,friedrice,2.70
2022-09-15,chickeneggroll,6.70
2022-09-15,bigplate:honeywalnutshrimp broccolibeef honeysesamechicken crispyshrimp,9.70
2022-09-15,bowl:honeywalnutshrimp mixedvegetables,6.70
2022-09-15,chowmein,2.70
2022-09-15,chickeneggroll,2.70
2022-09-15,brownrice,2.70
2022-09-15,bowl:kungpaochicken mixedvegetables,6.70
2022-09-15,bigplate:sweetfirechickenbreast blackpepperangussteak beijingbeef chickenpotsticker,9.70
2022-09-15,chowmein,2.70
2022-09-15,plate:honeysesamechicken stringbeanchickenbreast chowmein,8.20
2022-09-15,bowl:stringbeanchickenbreast friedrice,6.70
2022-09-15,whiterice,6.70
2022-09-15,bowl:eggplanttofu chowmein,6.70
2022-09-15,bigplate:sweetfirechickenbreast stringbeanchickenbreast broccolibeef whiterice,9.70
2022-09-15,creamcheeserangoon,2.70
2022-09-15,plate:honeywalnutshrimp grilledteriyakichicken chowmein,8.20
2022-09-15,bowl:sweetfirechickenbreast brownrice,6.70
2022-09-15,plate:kungpaochicken blackpepperangussteak crispyshrimp,8.20
2022-09-15,bigplate:stringbeanchickenbreast kungpaochicken stringbeanchickenbreast creamcheeserangoon,9.70
2022-09-15,bigplate:honeywalnutshrimp honeywalnutshrimp blackpepperchicken chickeneggroll,9.70
2022-09-15,bigplate:eggplanttofu orangechicken grilledteriyakichicken mixedvegetables,9.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,bigplate:beijingbeef stringbeanchickenbreast broccolibeef friedrice,9.70
2022-09-15,bigplate:grilledteriyakichicken beijingbeef orangechicken friedrice,9.70
2022-09-15,plate:kungpaochicken broccolibeef brownrice,8.20
2022-09-15,crispyshrimp,6.70
2022-09-15,mixedvegetables,6.70
2022-09-15,bigplate:eggplanttofu mushroomchicken sweetfirechickenbreast chickenpotsticker,9.70
2022-09-15,bigplate:honeysesamechicken kungpaochicken blackpepperchicken veggiespringroll,9.70
2022-09-15,bigplate:sweetfirechickenbreast stringbeanchickenbreast broccolibeef friedrice,9.70
2022-09-15,chowmein,2.70
2022-09-15,plate:honeysesamechicken sweetfirechickenbreast crispyshrimp,8.20
2022-09-15,bigplate:blackpepperchicken kungpaochicken broccolibeef chickeneggroll,9.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,bowl:sweetfirechickenbreast friedrice,6.70
2022-09-15,plate:beijingbeef orangechicken chickenpotsticker,8.20
2022-09-15,plate:beijingbeef orangechicken creamcheeserangoon,8.20
2022-09-15,bigplate:blackpepperchicken kungpaochicken orangechicken creamcheeserangoon,9.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,bowl:mushroomchicken mixedvegetables,6.70
2022-09-15,chowmein,2.70
2022-09-15,plate:honeysesamechicken stringbeanchickenbreast chickenpotsticker,8.20
2022-09-15,creamcheeserangoon,2.70
2022-09-15,bigplate:generaltsochicken broccolibeef orangechicken veggiespringroll,9.70
2022-09-15,chickeneggroll,6.70
2022-09-15,bowl:kungpaochicken friedrice,6.70
2022-09-15,bowl:honeysesamechicken friedrice,6.70
2022-09-15,bowl:grilledteriyakichicken friedrice,6.70
2022-09-15,plate:kungpaochicken generaltsochicken crispyshrimp,8.20
2022-09-15,chowmein,6.70
2022-09-15,brownrice,2.70
2022-09-15,veggiespringroll,2.70
2022-09-15,crispyshrimp,2.70
2022-09-15,plate:stringbeanchickenbreast broccolibeef mixedvegetables,8.20
2022-09-15,brownrice,2.70
2022-09-15,bowl:blackpepperangussteak mixedvegetables,6.70
2022-09-15,veggiespringroll,6.70
2022-09-15,friedrice,6.70
2022-09-15,bowl:honeywalnutshrimp friedrice,6.70
2022-09-15,plate:blackpepperangussteak kungpaochicken chickeneggroll,8.20
2022-09-15,plate:mushroomchicken mushroomchicken creamcheeserangoon,8.20
2022-09-15,plate:stringbeanchickenbreast mushroomchicken chickeneggroll,8.20
2022-09-15,bigplate:generaltsochicken generaltsochicken beijingbeef veggiespringroll,9.70
2022-09-15,bowl:mushroomchicken creamcheeserangoon,6.70
2022-09-15,mixedvegetables,2.70
2022-09-15,bowl:grilledteriyakichicken brownrice,6.70
2022-09-15,creamcheeserangoon,6.70
2022-09-15,plate:blackpepperangussteak honeysesamechicken brownrice,8.20
2022-09-15,plate:eggplanttofu kungpaochicken veggiespringroll,8.20
2022-09-15,veggiespringroll,6.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,bowl:orangechicken creamcheeserangoon,6.70
2022-09-15,bigplate:grilledteriyakichicken sweetfirechickenbreast grilledteriyakichicken creamcheeserangoon,9.70
2022-09-15,whiterice,6.70
2022-09-15,bowl:beijingbeef brownrice,6.70
2022-09-15,bigplate:generaltsochicken orangechicken beijingbeef chickeneggroll,9.70
2022-09-15,whiterice,6.70
2022-09-15,chickeneggroll,6.70
2022-09-15,friedrice,6.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,plate:kungpaochicken kungpaochicken crispyshrimp,8.20
2022-09-15,bowl:orangechicken chowmein,6.70
2022-09-15,plate:stringbeanchickenbreast eggplanttofu veggiespringroll,8.20
2022-09-15,crispyshrimp,6.70
2022-09-15,bigplate:beijingbeef broccolibeef broccolibeef brownrice,9.70
2022-09-15,bigplate:orangechicken eggplanttofu blackpepperangussteak mixedvegetables,9.70
2022-09-15,chickeneggroll,2.70
2022-09-15,crispyshrimp,2.70
2022-09-15,plate:honeysesamechicken orangechicken whiterice,8.20
2022-09-15,bigplate:stringbeanchickenbreast mushroomchicken honeysesamechicken crispyshrimp,9.70
2022-09-15,brownrice,6.70
2022-09-15,chickeneggroll,2.70
2022-09-15,bowl:kungpaochicken crispyshrimp,6.70
2022-09-15,bowl:stringbeanchickenbreast chowmein,6.70
2022-09-15,chowmein,2.70
2022-09-15,bigplate:eggplanttofu stringbeanchickenbreast honeywalnutshrimp whiterice,9.70
2022-09-15,bigplate:generaltsochicken generaltsochicken sweetfirechickenbreast whiterice,9.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,plate:mushroomchicken blackpepperangussteak mixedvegetables,8.20
2022-09-15,mixedvegetables,6.70
2022-09-15,plate:mushroomchicken orangechicken chickeneggroll,8.20
2022-09-15,plate:grilledteriyakichicken broccolibeef creamcheeserangoon,8.20
2022-09-15,bowl:orangechicken mixedvegetables,6.70
2022-09-15,bigplate:eggplanttofu kungpaochicken beijingbeef whiterice,9.70
2022-09-15,plate:honeysesamechicken blackpepperchicken mixedvegetables,8.20
2022-09-15,whiterice,6.70
2022-09-15,bowl:blackpepperangussteak mixedvegetables,6.70
2022-09-15,brownrice,2.70
2022-09-15,crispyshrimp,2.70
2022-09-15,bowl:grilledteriyakichicken mixedvegetables,6.70
2022-09-15,chowmein,2.70
2022-09-15,bowl:broccolibeef creamcheeserangoon,6.70
2022-09-15,bowl:stringbeanchickenbreast chowmein,6.70
2022-09-15,plate:kungpaochicken eggplanttofu creamcheeserangoon,8.20
2022-09-15,chickeneggroll,2.70
2022-09-15,bigplate:broccolibeef beijingbeef kungpaochicken chickeneggroll,9.70
2022-09-15,bigplate:blackpepperangussteak grilledteriyakichicken blackpepperchicken mixedvegetables,9.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,bowl:mushroomchicken crispyshrimp,6.70
2022-09-15,mixedvegetables,2.70
2022-09-15,bigplate:kungpaochicken stringbeanchickenbreast generaltsochicken brownrice,9.70
2022-09-15,bigplate:orangechicken blackpepperchicken generaltsochicken chowmein,9.70
2022-09-15,whiterice,6.70
2022-09-15,bowl:generaltsochicken friedrice,6.70
2022-09-15,whiterice,6.70
2022-09-15,chickeneggroll,2.70
2022-09-15,chickeneggroll,2.70
2022-09-15,plate:orangechicken honeywalnutshrimp mixedvegetables,8.20
2022-09-15,bigplate:beijingbeef mushroomchicken eggplanttofu whiterice,9.70
2022-09-15,bowl:honeysesamechicken chickeneggroll,6.70
2022-09-15,plate:kungpaochicken honeysesamechicken creamcheeserangoon,8.20
2022-09-15,bowl:broccolibeef creamcheeserangoon,6.70
2022-09-15,bigplate:beijingbeef grilledteriyakichicken generaltsochicken crispyshrimp,9.70
2022-09-15,creamcheeserangoon,6.70
2022-09-15,bigplate:kungpaochicken mushroomchicken honeysesamechicken chowmein,9.70
2022-09-15,veggiespringroll,2.70
2022-09-15,bigplate:mushroomchicken stringbeanchickenbreast orangechicken crispyshrimp,9.70
2022-09-15,chowmein,6.70
2022-09-15,plate:beijingbeef honeysesamechicken veggiespringroll,8.20
2022-09-15,whiterice,6.70
2022-09-15,whiterice,2.70
2022-09-15,bowl:honeysesamechicken chickenpotsticker,6.70
2022-09-15,bowl:sweetfirechickenbreast brownrice,6.70
2022-09-15,bigplate:mushroomchicken sweetfirechickenbreast sweetfirechickenbreast whiterice,9.70
2022-09-15,bowl:honeysesamechicken friedrice,6.70
2022-09-15,mixedvegetables,6.70
2022-09-15,plate:orangechicken eggplanttofu chickeneggroll,8.20
2022-09-15,bigplate:beijingbeef mushroomchicken mushroomchicken brownrice,9.70
2022-09-15,creamcheeserangoon,6.70
2022-09-15,bowl:kungpaochicken chickenpotsticker,6.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,creamcheeserangoon,2.70
2022-09-15,bigplate:kungpaochicken mushroomchicken broccolibeef mixedvegetables,9.70
2022-09-15,bowl:broccolibeef crispyshrimp,6.70
2022-09-15,whiterice,2.70
2022-09-15,mixedvegetables,2.70
2022-09-15,bowl:mushroomchicken mixedvegetables,6.70
2022-09-15,bigplate:honeywalnutshrimp grilledteriyakichicken blackpepperchicken chickenpotsticker,9.70
2022-09-15,bowl:kungpaochicken brownrice,6.70
2022-09-15,bigplate:mushroomchicken eggplanttofu broccolibeef chickenpotsticker,9.70
2022-09-15,chickeneggroll,2.70
2022-09-15,bowl:mushroomchicken chickenpotsticker,6.70
2022-09-15,chickeneggroll,6.70
2022-09-15,plate:honeywalnutshrimp honeysesamechicken brownrice,8.20
2022-09-15,bigplate:beijingbeef broccolibeef beijingbeef veggiespringroll,9.70
2022-09-15,bowl:grilledteriyakichicken chickeneggroll,6.70
2022-09-15,chickeneggroll,6.70
2022-09-15,plate:beijingbeef broccolibeef chickeneggroll,8.20
2022-09-15,bowl:beijingbeef mixedvegetables,6.70
2022-09-15,chickeneggroll,2.70
2022-09-15,bigplate:generaltsochicken blackpepperangussteak beijingbeef brownrice,9.70
2022-09-15,veggiespringroll,6.70
2022-09-15,brownrice,6.70
2022-09-15,bigplate:eggplanttofu mushroomchicken grilledteriyakichicken whiterice,9.70
2022-09-15,bowl:blackpepperangussteak chowmein,6.70
2022-09-15,bowl:kungpaochicken chickeneggroll,6.70
2022-09-15,plate:honeysesamechicken honeysesamechicken chickeneggroll,8.20
2022-09-15,chickeneggroll,2.70
2022-09-15,bowl:eggplanttofu veggiespringroll,6.70
2022-09-15,chowmein,6.70
2022-09-15,friedrice,6.70
2022-09-15,bowl:grilledteriyakichicken whiterice,6.70
2022-09-15,bigplate:honeysesamechicken mushroomchicken kungpaochicken mixedvegetables,9.70
2022-09-15,bowl:blackpepperangussteak friedrice,6.70
2022-09-15,bowl:blackpepperchicken creamcheeserangoon,6.70
2022-09-15,plate:generaltsochicken sweetfirechickenbreast friedrice,8.20
2022-09-15,plate:grilledteriyakichicken broccolibeef creamcheeserangoon,8.20
2022-09-15,bowl:grilledteriyakichicken chickeneggroll,6.70
2022-09-15,crispyshrimp,2.70
2022-09-15,bowl:honeywalnutshrimp chickenpotsticker,6.70
2022-09-15,plate:blackpepperangussteak grilledteriyakichicken friedrice,8.20
2022-09-15,bigplate:sweetfirechickenbreast eggplanttofu blackpepperchicken chowmein,9.70
2022-09-15,plate:sweetfirechickenbreast blackpepperangussteak chickeneggroll,8.20
2022-09-15,plate:blackpepperchicken honeysesamechicken veggiespringroll,8.20
2022-09-15,plate:eggplanttofu orangechicken chickeneggroll,8.20
2022-09-15,bigplate:eggplanttofu sweetfirechickenbreast mushroomchicken friedrice,9.70
2022-09-15,brownrice,6.70
2022-09-15,chickenpotsticker,2.70
2022-09-15,bigplate:stringbeanchickenbreast honeysesamechicken blackpepperchicken brownrice,9.70
2022-09-15,plate:blackpepperchicken broccolibeef brownrice,8.20
2022-09-15,creamcheeserangoon,2.70
2022-09-15,plate:honeysesamechicken orangechicken whiterice,8.20
2022-09-15,mixedvegetables,2.70
2022-09-15,bigplate:honeysesamechicken broccolibeef sweetfirechickenbreast friedrice,9.70
2022-09-15,bigplate:broccolibeef stringbeanchickenbreast generaltsochicken friedrice,9.70
2022-09-15,whiterice,6.70
2022-09-15,chickeneggroll,2.70
2022-09-15,chickeneggroll,2.70
2022-09-15,chickenpotsticker,6.70
2022-09-15,bigplate:generaltsochicken eggplanttofu blackpepperangussteak mixedvegetables,9.70
2022-09-15,plate:mushroomchicken stringbeanchickenbreast chickenpotsticker,8.20
2022-09-15,bowl:generaltsochicken whiterice,6.70
